id,source,imaged,documented,images,attributes,game_id,set_id,functional_name,item_name,source_notes,game_set_item_slug
28dce142-0744-4adb-9294-2b2210e2aeca,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#1)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #1"", ""number"": ""1"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #1), (Cryptid Nation Card #1),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#1)
b75c14c9-b6e9-4008-bdfd-4261bb4eef9d,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#2)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #2"", ""number"": ""2"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #2), (Cryptid Nation Card #2),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#2)
e1c00fa7-297a-4dd4-ab13-6bf1e21b3810,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#3)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #3"", ""number"": ""3"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #3), (Cryptid Nation Card #3),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#3)
26403e29-468f-499e-9c59-462dcac799b9,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#4)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #4"", ""number"": ""4"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #4), (Cryptid Nation Card #4),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#4)
eac51756-f8e0-4120-970b-eca96386abb9,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#5)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #5"", ""number"": ""5"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #5), (Cryptid Nation Card #5),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#5)
87bfbc56-c99e-491b-9a38-fa31b1b7528f,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#6)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #6"", ""number"": ""6"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #6), (Cryptid Nation Card #6),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#6)
ab8dbb9b-1bcc-4685-9544-3eeac3f5371f,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#7)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #7"", ""number"": ""7"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #7), (Cryptid Nation Card #7),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#7)
13d417c4-101f-477a-befa-004d368339e0,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#8)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #8"", ""number"": ""8"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #8), (Cryptid Nation Card #8),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#8)
9c6a10f4-062e-46c8-90e6-2d8899e1cc64,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#9)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #9"", ""number"": ""9"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #9), (Cryptid Nation Card #9),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#9)
95f5f48c-b748-44d8-b446-540335d81865,third-party-document,0,0,"{""obverse"": ""metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#10)"", ""reverse"": ""metazoo-(2021)_card-back""}","{""functional_disambiguator"": ""Cryptid Nation Card #10"", ""number"": ""10"", ""item_dimensions"": ""{\u0022height\u0022: \u00223.5\u0022, \u0022width\u0022: \u00222.5\u0022, \u0022unit\u0022: \u0022inch\u0022}""}",2ed4b324-37dd-4aff-aef9-a5c2afa0fb6c,8bddb1d1-89a8-4b38-b556-d16ce6b1bd38, (Cryptid Nation Card #10), (Cryptid Nation Card #10),{},metazoo-(2021)_cryptid-nation_-(cryptid-nation-card-#10)
